Chromosome	Genomic_position1	Genomic_position2	G1	Early_S	Late_S_G2	M_stage
chr11	26000000	20000000	-0.00017809983110055326	0.00011411829182179644	-4.034181456518127e-05	0.00010432335220684763
chr11	26000000	20500000	-0.0003504474268993363	0.00021909927017986773	-3.876751143252477e-05	0.00017011566960718484
chr11	26500000	14000000	-0.00037028628721600396	0.00021312906901584938	-1.0375701458542608e-05	0.0001675329389399849
chr11	26500000	15000000	-0.0003658800444100052	0.00021923640742897986	-5.597465715254657e-05	0.00020261828030925243
chr11	26500000	16000000	-0.00021608684983220883	9.029061802721117e-05	-3.294852394901682e-05	0.00015874470846029
chr11	26500000	19500000	-0.0002393461181782186	0.00017982784338528291	-0.0002180520066758618	0.00027757022762671114
chr11	26500000	20000000	-0.0003702796442667022	0.00024382589908782392	-0.00017872072203317657	0.00030517441336996853
chr11	27000000	13500000	-0.00022632748004980385	0.00013203373382566496	-6.876008518474918e-06	0.00010116978082805873
chr11	27000000	14500000	-0.0005294835733366199	0.00030774756232858634	-1.2247808081156109e-05	0.00023398386547341944
chr11	27000000	17500000	-0.00033115226578956937	0.00015157129091676326	-0.00012779469143424648	0.0003073757005040534
chr11	27000000	18500000	-0.0003123176866210997	0.0002197638648794964	-0.0001843974881921895	0.00027695129392668605
chr11	27000000	19000000	-0.00033461420389357954	0.00025445391656830907	-0.00014116306410869584	0.00022132336453069003
chr11	27000000	19500000	-0.00037327841273508965	0.0002936182252597064	-0.0001696981766144745	0.0002493583902833052
chr11	27000000	20000000	-0.00027437183307483793	0.00019837805157294497	-0.00019164681725669652	0.0002676405332749709
chr11	27000000	20500000	-0.000226914047379978	0.00023009959586488548	-9.210872267431113e-05	8.892322584870271e-05
chr11	27500000	13500000	-0.00028051287517882884	0.00018881461292039604	-1.927372832142282e-05	0.00011097203496319707
chr11	27500000	14000000	-0.0003854931012028828	0.00024223291547968983	-2.660069858393399e-05	0.00016986087866825982
chr11	27500000	14500000	-0.00039076694229152055	0.00022700902918586506	-6.941376796021359e-07	0.00016445210130768828
chr11	27500000	15000000	-0.00035949695302406326	0.00022533144292538054	-3.988251055488945e-05	0.00017404808022547513
chr11	27500000	16500000	-0.00036354663388920016	0.0001259450989891775	-4.9519530875841156e-05	0.00028712109342450277
chr11	27500000	17500000	-0.00017860451043816283	0.00010214821759291226	-5.9763632089016026e-05	0.00013621991965919733
chr11	27500000	18000000	-0.00019777960842475294	0.00022239579457163927	-0.00014391889781109057	0.0001193026331748115
chr11	27500000	19000000	-0.00025899453612510115	0.0001891033025458455	-7.875735173001885e-05	0.000148648553295061
chr11	27500000	19500000	-0.0002272971614729613	0.0001442447945009917	-5.264556129986886e-05	0.00013569790171459318
chr11	27500000	20000000	-0.000333016381773632	0.00023486568388761953	-9.43248080147896e-05	0.0001924755546497181
chr11	14000000	18000000	2.037264930550009e-05	8.587999764131382e-05	3.964813076891005e-05	-0.0001459007486118935
chr11	14500000	17500000	5.549220077227801e-05	9.976477085729129e-05	2.1569040654867422e-05	-0.0001768259986420162
chr11	18500000	22000000	8.359210914932191e-06	0.00010823627712852613	2.4517784913768993e-05	-0.000141113235076773
chr11	20500000	17500000	6.404285522876308e-06	0.0002359108839300461	2.8196442963235312e-05	-0.0002705115097342059
chr9	21500000	22000000	6.182704237289727e-05	0.0004634727418306284	-0.0005432359030237421	1.793605119928543e-05
chr9	22000000	21500000	2.730077167143463e-05	0.00040915649151429534	-0.0004425693114171736	6.112060873419978e-06
chr9	13000000	18000000	2.2984546376392246e-06	0.0001367380675219465	-1.2415990931913257e-05	-0.00012662059598369523
chr9	19000000	21500000	6.367594469338655e-05	0.00040927341324277223	-0.00021275869657984005	-0.0002601907450298313
chr9	20500000	15500000	7.754444086458535e-05	0.00011642570625554071	-0.0001073179199011065	-8.665224595461041e-05
chr9	23500000	21500000	4.384472849778831e-05	0.000280540413223207	-4.6285014832392335e-05	-0.0002781001137918793
chr9	27000000	24500000	3.184567613061518e-05	9.596409217920155e-05	-4.603378474712372e-05	-8.17759137134999e-05
chr11	14000000	19000000	1.9807489297818393e-05	0.00012921265588374808	-6.678762820229167e-05	-8.223250988521613e-05
chr11	15000000	18000000	1.1144163727294653e-05	0.00044459049822762606	-2.454546483932063e-05	-0.00043118933972436936
chr11	16000000	21000000	7.426643205690197e-05	0.0001217482342326548	-9.770707547431811e-05	-9.830761209741467e-05
chr11	18000000	21500000	6.191510328790173e-05	0.00021017581457272172	-6.493380424217321e-05	-0.00020715700256914715
chr11	21000000	23000000	3.744704677046684e-05	0.00026490673481021075	-7.150197052396834e-05	-0.0002308518800418824
chr11	21500000	16500000	3.997782077931333e-05	0.00012844587545259855	-5.419352419266943e-05	-0.00011423016039771027
chr11	22000000	16000000	1.2786986189894378e-05	0.00015254052632371896	-0.00013612570874101947	-2.920181941590272e-05
chr11	22000000	16500000	8.754315786063671e-06	0.00016220788384089247	-0.00011861556740768719	-5.234662676230073e-05
chr11	22500000	25000000	7.280313584487886e-05	0.00025208096849382855	-5.9254369655725726e-05	-0.00026562977145658804
chr9	19500000	13000000	-0.0002291634664288722	0.00011942369237658568	4.964386635037954e-05	6.009596600051736e-05
chr11	25500000	21000000	-0.00013120294825057498	8.570022691856138e-05	3.472911630524323e-05	1.0773601388791576e-05
chr9	15000000	22000000	-7.481479260604829e-05	9.457144951738883e-05	4.378149242256768e-06	-2.4134777322615265e-05
chr9	16500000	13000000	-0.0001662801525526447	0.00015092920802999287	3.218599740648642e-05	-1.683502814557869e-05
chr9	17000000	14000000	-0.0002763569995295256	0.00029300253954716026	7.260676720761694e-05	-8.925233923946507e-05
chr9	17000000	19000000	-4.819453461095691e-05	0.0001176466466858983	2.6989312027581035e-05	-9.644143283367157e-05
chr9	20000000	22000000	-3.396330284886062e-05	0.00018439546474837698	4.4408080248103944e-05	-0.00019484021540847607
chr9	23500000	19000000	-5.8196399186272175e-05	8.668870250403416e-05	9.733125125421793e-06	-3.8225450407480824e-05
chr9	23500000	20000000	-6.192781511344947e-05	0.00020643009047489614	2.153463392460253e-05	-0.00016603680269327014
chr9	24000000	20500000	-8.804344906820916e-05	0.00010522892116568983	2.528742770664394e-05	-4.2472868153708986e-05
chr11	13500000	14000000	-0.0001960442925337702	0.00026728960510808976	3.285418642917648e-06	-7.453088328475132e-05
chr11	17000000	15500000	-0.00020083489216631277	0.00033768355788197366	7.471271965187043e-05	-0.00021156135053388426
chr11	17500000	21000000	-2.6298961961401802e-05	0.00016531117871636524	3.257045973441564e-05	-0.00017158266273327173
chr11	18000000	14500000	-0.00032439246133435516	0.00035761316248681394	5.1467107459757246e-05	-8.468788837490138e-05
chr11	18000000	15000000	-0.00012180756457382813	0.00015167389647103847	4.563638940453529e-05	-7.55026860133512e-05
chr11	23000000	20000000	-2.461913900333457e-05	9.003014711197465e-05	9.931372551363893e-06	-7.534236065112054e-05
chr11	23500000	20000000	-0.00028314789004184603	0.00023236479028128089	5.846720378031023e-05	-7.68415629863739e-06
chr11	23500000	25000000	-7.635648071300239e-05	0.00013037902826908975	7.379244198091328e-06	-6.140183104434982e-05
chr9	13000000	19500000	-0.0002959766523417784	0.0002841090317815542	-2.616363053675741e-05	3.8031228177715094e-05
chr9	13500000	19000000	-8.043231719057076e-05	0.00017922728147823364	-0.00012907441123388708	3.027942220796831e-05
chr9	13500000	25500000	-0.00014440934755839409	9.898657153826207e-05	-7.374916822300292e-06	5.2797669195570054e-05
chr9	14000000	22500000	-8.131076028803364e-05	8.064272115007042e-05	-3.063789190491661e-05	3.130594341200776e-05
chr9	14500000	21000000	-2.9604757401102688e-05	9.877779157250189e-05	-0.0001024918572511524	3.3318779219371206e-05
chr9	14500000	23000000	-0.00019379524746909738	0.00014304701762739568	-5.053575841884595e-06	5.580182878475171e-05
chr9	15000000	21500000	-0.0001274023306905292	0.00011512521487020422	-4.706888485088712e-05	5.9346023772377524e-05
chr9	15000000	25500000	-0.00015262974775396288	8.70512847768623e-05	-1.9948258341173643e-06	6.757331793778576e-05
chr9	15500000	13500000	-0.00033082795853260903	0.00041839106124825777	-0.00011244668530707713	2.488355548848631e-05
chr9	15500000	22000000	-0.00010283796873409302	0.00010132895622518844	-6.58648059470579e-05	6.737380135746207e-05
chr9	17000000	13000000	-0.00017521593545097858	0.00017482362018199636	-3.278037183918059e-06	3.6704150261357427e-06
chr9	18500000	24000000	-0.00010089840429259312	0.0001594234912772663	-0.00011723334346243064	5.870817931281635e-05
chr9	19500000	18500000	-0.0002951140922959894	0.00042097678524442015	-0.00015567237351206132	2.980972467412357e-05
chr9	19500000	24500000	-5.8293412439525125e-05	8.923930581659079e-05	-4.497701920627151e-05	1.4031182217877358e-05
chr9	21000000	14500000	-0.00018788081360980867	0.00012545828612928745	-1.5706552949268372e-05	7.812908079358749e-05
chr9	21000000	15500000	-0.00018564798301667906	0.00019457241141935812	-6.154539878480136e-05	5.26209689269308e-05
chr9	21500000	15000000	-0.00013937439071014522	0.0001058362795447465	-1.2721762550427229e-05	4.625985761776974e-05
chr9	21500000	15500000	-0.00023058270598994569	0.0001934426007210277	-2.773093947325833e-05	6.487107493740041e-05
chr9	22000000	15000000	-9.694403561297805e-05	0.00011022929211321753	-2.29306286200881e-05	9.645373211242259e-06
chr9	22000000	15500000	-0.00011255241988692433	8.711663977010176e-05	-8.9864683104679e-06	3.442220640863525e-05
chr9	22000000	27000000	-4.447038227226585e-05	0.0001271626249945257	-8.784771562204696e-05	5.155512690180331e-06
chr9	22500000	27000000	-7.717556072748267e-05	0.0001054647218552418	-3.610320363804931e-05	7.814045443410577e-06
chr9	23500000	15000000	-0.00013527875380532351	9.529200251563452e-05	-3.892454751621699e-05	7.891128771007062e-05
chr9	23500000	26500000	-0.00010873248538700864	0.00013841484615113587	-3.883532081090379e-05	9.153004612016957e-06
chr9	23500000	27000000	-0.00014920902540325188	0.00022805355165473885	-7.887218052928801e-05	2.772794687189162e-08
chr9	23500000	27500000	-7.642458513146266e-05	0.00011003202525898814	-3.62763945304323e-05	2.6689453534345377e-06
chr9	24000000	27000000	-8.308825340463954e-05	0.00015590984548907727	-7.564925035694615e-05	2.8276563170948066e-06
chr9	24500000	15500000	-0.0001218834380779299	0.00011209089061594568	-1.8607904803502606e-05	2.8400441260600927e-05
chr9	25500000	26500000	-0.00037698093801736833	0.00040131450223270806	-0.00010369732190156356	7.936364127090201e-05
chr9	26500000	27000000	-4.847735399380326e-05	8.040380926104263e-05	-9.981586918001994e-05	6.78894437442068e-05
chr9	27000000	22000000	-8.590517536504194e-05	9.75605211351649e-05	-3.502435065456666e-05	2.3368984830085538e-05
chr9	27000000	26500000	-5.398401408456266e-05	8.385204893421872e-05	-9.831401621340774e-05	6.844598410680192e-05
chr9	27500000	21000000	-0.00010221568116719482	9.172806530841627e-05	-2.901637853938155e-05	3.950398895540275e-05
chr11	13000000	19500000	-0.00010071913930005394	0.00010013433929998428	-5.945352713752072e-05	6.003833368595224e-05
chr11	13500000	19500000	-9.379613402415998e-05	8.628987561678513e-05	-7.238984835566953e-05	7.98961060354486e-05
chr11	14500000	19500000	-6.508959850179963e-05	9.791858719836455e-05	-6.400778875104152e-05	3.117878586635925e-05
chr11	14500000	24500000	-0.00010070222406284301	8.681847029947675e-05	-5.532369323191233e-05	6.920745290699415e-05
chr11	15000000	24500000	-9.055806094693253e-05	8.52481889523915e-05	-6.590033663087525e-05	7.121019261830952e-05
chr11	17000000	24000000	-6.293281021498842e-05	8.644414047012105e-05	-5.627250920952065e-05	3.2761220063548534e-05
chr11	17500000	19000000	-0.00031181305203062946	0.0003642444657089072	-0.0001309404120547697	7.850895731280616e-05
chr11	17500000	22500000	-0.00016672141500748694	0.00021759548180853017	-8.720948972040787e-05	3.633549913502065e-05
chr11	18000000	14000000	-0.0003348770522279665	0.00041998523520305755	-0.0001305183890508488	4.541016387520358e-05
chr11	18000000	22500000	-7.305912076844834e-05	0.0001219023841258604	-6.659563732682727e-05	1.77523834281601e-05
chr11	18500000	13000000	-0.00014182152062858222	0.00011640355078270658	-1.1922313274226325e-05	3.734032798092812e-05
chr11	18500000	13500000	-0.0002261206798721105	0.00024840715814207216	-5.890183383598924e-05	3.661530627141474e-05
chr11	19000000	13000000	-7.70293118648624e-05	8.91595300345216e-05	-2.5905062466335947e-05	1.377483640681021e-05
chr11	19000000	14000000	-0.0002284106012666598	0.00030002701678313317	-7.720523062744178e-05	5.588772182818502e-06
chr11	19000000	17500000	-0.00028359911957522856	0.00041261439328081905	-0.00013947447623650078	1.045933022396639e-05
chr11	19500000	13000000	-0.00015717362839495763	0.00021856112871319056	-8.543454314349219e-05	2.4047071383392905e-05
chr11	19500000	13500000	-0.00017199206777149812	0.00019370954541955143	-7.249510563269723e-05	5.077763671579305e-05
chr11	19500000	14000000	-0.00038299712987281963	0.000474562578892801	-0.00016667296549712773	7.51074250729289e-05
chr11	19500000	14500000	-0.0001884881157820928	0.00032601995699224064	-0.00018001108701355407	4.2479218245716764e-05
chr11	19500000	26500000	-0.00012738959048874676	0.00011241409229114651	-5.640489234792767e-05	7.138039654819295e-05
chr11	20000000	13000000	-0.00012750535242957994	0.00012384718866087496	-4.50159848696785e-05	4.8674139543436466e-05
chr11	20000000	13500000	-0.00023225920031109127	0.00022664310563413892	-4.379701931611635e-06	9.995784239436034e-06
chr11	20000000	14500000	-0.00027383158449083566	0.0004127585110836662	-0.00020720204629469662	6.82751131535042e-05
chr11	20000000	26500000	-0.00012543446646304802	0.00011727103992598131	-4.322205495554954e-05	5.138545930094551e-05
chr11	20500000	13000000	-7.788924885971937e-05	9.140343827311881e-05	-3.171541038682335e-05	1.820119491640071e-05
chr11	20500000	13500000	-0.00022132632147986442	0.00021037115366198122	-6.651499206782319e-05	7.74701860791538e-05
chr11	20500000	14000000	-0.0002957964567031013	0.00038466560072265566	-0.0001455283330869861	5.665920616593212e-05
chr11	20500000	26000000	-9.238244219886838e-05	0.00010863923962460831	-2.6160197251101636e-05	9.903406316880137e-06
chr11	21000000	14000000	-9.599390550647513e-05	0.0001077807115507312	-6.35936482467514e-05	5.180687712709186e-05
chr11	24500000	13000000	-0.00012836821333621627	8.358234517800157e-05	-3.211301827832358e-05	7.689890335313976e-05
chr11	25000000	21000000	-0.0002135492322850041	0.0002199400492827408	-3.133643185719848e-05	2.4945615678007016e-05
chr11	27500000	20500000	-0.00015178862413449677	0.0001519148642728396	-6.886557705456652e-05	6.873938946228009e-05
chr9	13000000	19000000	-0.00013606021384475752	0.0001920769936987199	-4.463635050342418e-05	-1.1380406067473815e-05
chr9	14500000	13500000	-4.6297238691295205e-05	0.00035843623045366256	-0.0002342924024560489	-7.784649042150705e-05
chr9	14500000	16000000	-0.0001445363595848903	0.00040902239561546594	-7.528193818870932e-05	-0.00018920404254458846
chr9	15000000	13500000	-0.0002602194887913356	0.0003280127828475088	-5.886146882403409e-05	-8.931834236136637e-06
chr9	16000000	13000000	-0.00010132527386303991	0.0001409583957865834	-3.346439953020308e-05	-6.168702043396479e-06
chr9	16500000	13500000	-0.00028359809512039645	0.00039562807069160044	-8.335026577697136e-05	-2.8679783281404524e-05
chr9	19000000	17500000	-2.1278858184814453e-05	0.00018022572039626538	-5.906102160224691e-06	-0.00015304076223401352
chr9	19000000	23500000	-5.930340842041915e-06	8.471558376186295e-05	-4.2439476965228094e-05	-3.6345741523291505e-05
chr9	19500000	16500000	-0.0001710864220513031	0.0004186972977549885	-0.00015570112882414832	-9.190960954583716e-05
chr9	19500000	23500000	-4.730504260805901e-05	0.000222383470099885	-0.00010769633445306681	-6.738205629517325e-05
chr9	20000000	23000000	-5.967865927232196e-05	0.0003528489702148363	-0.00011677874153974699	-0.00017639150901231914
chr9	22500000	19500000	-0.00030330133376992307	0.0003871882292514783	-1.6715955825929996e-05	-6.717106443829835e-05
chr9	23000000	19500000	-0.00025693255302030595	0.00028635309427045287	-2.1197887895141322e-05	-8.222671203839127e-06
chr9	23000000	20000000	-0.0003217793084331788	0.0004528842939180322	-1.591701093275333e-05	-0.00011518805404193699
chr9	23500000	19500000	-0.00018276842456543818	0.0002209745056461543	-4.414923751028255e-06	-3.379100890015252e-05
chr9	23500000	20500000	-0.00013465081574395298	0.00022709466684318614	-4.876314833381912e-05	-4.368069577367351e-05
chr9	23500000	21000000	-6.850259960629046e-05	0.0003038255381397903	-3.317685695947148e-05	-0.0002021460524701979
chr9	23500000	26000000	-8.97193594937562e-05	0.00015553577977698297	-4.469458990570274e-05	-2.1121873652418798e-05
chr9	24000000	21000000	-9.377673268318176e-05	0.0002134001551894471	-7.548105968453455e-05	-4.414236173033714e-05
chr9	24000000	21500000	-4.5333008893067016e-05	0.00016657082305755467	-2.0135895465500652e-05	-0.00010110191797139124
chr9	24000000	25000000	-3.548944860085612e-05	0.0003352370495122159	-0.00019672048365464433	-0.00010302714472345542
chr9	24000000	26500000	-0.0001433635945431888	0.00039564241305924954	-0.00016944959343163647	-8.282917779069975e-05
chr9	24500000	19500000	-5.48460113350302e-05	0.00015091389941517263	-8.384153734368738e-05	-1.2226342369103804e-05
chr9	24500000	26000000	-0.00023265737927431475	0.00042989453504560515	-0.00014743994888704036	-4.9797293468145656e-05
chr9	24500000	26500000	-0.00011111107596661896	0.0001603006065124646	-4.721795048681088e-05	-1.97155968635343e-06
chr9	25000000	24000000	-2.181079289584886e-05	0.0002537473599659279	-0.00010413882555440068	-0.00012779777534888126
chr9	25000000	26000000	-5.553440423682332e-05	0.0001309779196162708	-6.534464628202841e-05	-1.009886982643593e-05
chr9	26000000	24000000	-0.00021644795106112724	0.00039266434905584904	-0.000109971974598011	-6.624442357860971e-05
chr9	26000000	24500000	-0.00017738017195370048	0.00038700602017343043	-0.00013679203548235818	-7.283385457412805e-05
chr9	26500000	23500000	-5.9658425925590564e-05	0.00014298603564384394	-4.67900561488932e-05	-3.653753917660651e-05
chr9	26500000	24000000	-3.281917015556246e-05	0.0002535745355999097	-6.724476115778088e-05	-0.0001535105938273773
chr9	27000000	23500000	-5.645793789881282e-05	0.000181216791679617	-6.335260895866668e-05	-6.140626355772838e-05
chr9	27000000	24000000	-4.16280443459982e-05	8.166827174136416e-05	-2.33288013987476e-05	-1.6711431271687616e-05
chr9	27500000	26000000	-1.0811842366820202e-05	0.0001388662880344782	-8.641820859338623e-05	-4.163629841968941e-05
chr11	17000000	22000000	-0.0001326294517639326	0.00022074275912018493	-7.970470251166262e-05	-8.408592839259654e-06
chr11	17500000	14500000	-0.0002025636327743996	0.0003782840416533872	-0.000156403447908815	-1.931700153363636e-05
chr11	17500000	22000000	-9.206594986608252e-05	0.00017314114229520782	-4.597140705300262e-05	-3.510380774969235e-05
chr11	18000000	22000000	-0.00020628346974262967	0.00024877997384464834	-1.6899821639526634e-05	-2.559669446782209e-05
chr11	18500000	14000000	-0.00022739442720194348	0.0003459095820289804	-9.402511641383171e-05	-2.4490071518812327e-05
chr11	19000000	14500000	-0.00017778359324438497	0.0002082956998492591	-1.5079279546625912e-05	-1.5432802319992335e-05
chr11	20000000	15000000	-3.849047025141772e-05	0.00011212214776605834	-5.6562629470136014e-05	-1.7069024215743413e-05
chr11	20500000	15000000	-2.4626714002806692e-05	0.00011245853706896015	-7.012982314336114e-05	-1.7701994693197776e-05
chr11	20500000	22500000	-0.0001808668272133218	0.00034044752537738533	-3.7177096965024246e-05	-0.00012240362727879983
chr11	21500000	15500000	-1.3195749488659203e-05	0.00015830549127713312	-0.00014364989547175356	-1.459867780795321e-06
chr11	22000000	18000000	-1.93764062714763e-05	0.00035163057909812776	-0.0002084161271341145	-0.00012383798857626971
chr11	23000000	25000000	-2.7591951948124915e-05	0.00032160301052499565	-6.0676001157844436e-05	-0.00023333509434451117
chr11	27000000	21000000	-3.820544225163758e-05	0.00014308365280157886	-9.298036529798992e-05	-1.1897809599759057e-05
chr11	19000000	18500000	-0.00036074134695809337	-0.003920531645417213	0.0035274891881272195	0.0007537837431300431
chr9	18500000	19000000	-0.0006306508206762373	-0.0018231474503409117	0.0018403086578473449	0.0006134899129392579
chr9	19000000	18500000	-0.0017119415511842816	-0.0004955622600391508	0.001982416521059349	0.00022508676629513503
chr9	19500000	19000000	-0.0005439873799332418	-0.0002839376567862928	0.0010046373412478716	-0.00017671240057097747
chr9	19500000	20000000	-0.00039679823676124214	-0.0004319409927120432	0.0013349031563848258	-0.0005061640869826079
chr11	23000000	22500000	-0.000697735819267109	-0.000510567327728495	0.0006481553209596314	0.0005601479730103165
chr9	14500000	15000000	-0.0001008814841043204	-0.001001498327968875	0.0007845973246730864	0.0003177823848091066
chr9	15500000	15000000	-7.928097329568118e-05	-0.001038421574048698	0.0007383691867289599	0.0003793334210058674
chr9	22500000	23000000	-0.0005721604690734239	-0.0007112796563887968	0.000378121138055576	0.0009053187677636743
chr11	23500000	23000000	-0.0002840503424522467	-0.0005397737375460565	0.00028499659820226955	0.0005388274730648845
chr11	24500000	24000000	-0.000744663312798366	-1.5758207882754505e-05	0.00024277343982248567	0.0005176480743102729
chr9	23000000	22500000	-0.001102361991070211	-0.0002677719181519933	0.00042905586888082327	0.0009410778002347797
chr9	24500000	25000000	7.091519030382188e-05	-0.000516352744307369	0.00022975016036070884	0.00021568741067312658
chr11	22500000	23000000	-0.0008476846502162516	4.2670994298532604e-05	0.0004097298486158252	0.0003952838887926191
chr9	14000000	14500000	-7.880528064561077e-05	-0.00044292443890299183	0.0002468920974934008	0.0002748376689851284
chr9	19000000	17000000	5.2899017646268476e-05	6.406137254089117e-05	0.0001920183771289885	-0.0003089788253419101
chr9	19500000	17500000	5.911303960601799e-05	7.907671533757821e-05	0.00021388034292613156	-0.00035206995962653307
chr11	20500000	18500000	2.5451817418797872e-05	3.868357161991298e-05	0.00038683048042003064	-0.0004509658116148785
chr11	22000000	25500000	6.868752825539559e-05	1.5684018944739363e-05	9.46546229897649e-05	-0.00017902620102177024
chr9	20500000	25000000	3.772068848775234e-05	-0.0001462233218262554	9.786277296370826e-05	1.063984664142481e-05
chr11	14000000	15000000	4.862351888732519e-05	-0.00016801158926682547	8.703144776518456e-05	3.235658587072976e-05
chr11	24000000	25000000	3.748674935195595e-05	-0.00017542213463457302	0.00012489858927438035	1.3036790733167436e-05
chr9	16000000	19500000	7.850192414480262e-05	-6.303776335698785e-05	8.277743909275159e-05	-9.824160915741231e-05
chr9	21500000	16500000	1.0774326210594153e-05	-0.00012400762716424651	0.00013451497075607223	-2.1281695808283985e-05
chr9	23000000	16500000	5.739184707636014e-05	-7.251144270412624e-05	8.092138268693816e-05	-6.580180561286398e-05
chr9	23000000	19000000	7.096595509210601e-05	-2.418752119410783e-05	8.616528866696171e-05	-0.0001329438600805588
chr9	25000000	23000000	1.8440310668665917e-06	-0.00022038530032659765	0.00023118149256333708	-1.2640279601328075e-05
chr11	17000000	14500000	6.087174988351762e-05	-0.0001619653048692271	0.00041141712281387297	-0.0003103235561866313
chr11	18000000	15500000	7.32419139239937e-06	-8.727961685508489e-05	0.00037924193020444363	-0.0002992865789565258
chr11	19000000	15500000	5.486369791469769e-05	-0.00010684894223231823	0.00014455893895046757	-9.257367837562924e-05
chr11	19500000	22500000	5.175670376047492e-05	-5.982300790492445e-05	0.0002230654441518709	-0.00021499917493201793
chr11	27500000	25000000	2.7512825909070672e-06	-9.264660329790785e-05	0.00012658823470701464	-3.6692942012450656e-05
chr9	18000000	13000000	-0.00016829719388624653	4.891259377473034e-05	9.013637904899951e-05	2.9248221471789294e-05
chr9	21500000	16000000	-0.00010603305418044329	2.9936356440884992e-05	8.538472752661619e-05	-9.288017463404685e-06
chr9	17500000	16000000	-3.7903420889051633e-06	-0.0001272856316063553	0.00010054767371912022	3.05283001580392e-05
chr11	27000000	25000000	-6.107458704036617e-05	-5.825211767387373e-05	0.00011104196455562488	8.284770956379361e-06
chr9	18500000	13500000	-0.00018558653246145696	-5.1631371752591805e-05	0.0002435484348097816	-6.330578980850987e-06
chr9	19500000	14000000	-3.78307424398372e-05	-3.146043600281701e-05	0.0001059625850757584	-3.667141336336499e-05
chr9	21000000	25000000	-2.5715348306221132e-05	-0.00017462899713791558	0.00022535650787176565	-2.5012202968355268e-05
chr9	26000000	22500000	-2.5313514925073832e-05	-3.986051960964687e-05	0.00013002661798964255	-6.48525985525339e-05
chr11	17000000	15000000	-6.715132622048259e-05	-6.867776974104345e-05	0.00042832946637645365	-0.0002925004548160359
chr11	18500000	15000000	-7.122567221813369e-05	-0.00014386167604243382	0.00022913247084943578	-1.4045098214410246e-05
chr11	24000000	20500000	-5.3987829232937656e-05	-7.609769818373024e-05	0.0001863169061834924	-5.62313860427821e-05
chr11	24500000	21000000	-2.5965025997720657e-06	-0.00013082897057756782	0.00034536183702584824	-0.000211936398409307
chr11	25500000	15500000	-3.2843555709405335e-05	-4.489936218305956e-05	8.939362996898125e-05	-1.1650751167380236e-05
chr11	27500000	25500000	-0.00023187839542515576	-6.079555423639249e-05	0.00035498991201166064	-6.231596762518166e-05
chr11	27500000	26000000	-1.0524224489927291e-05	-0.00016280470226774922	0.00017770860868040472	-4.379631718620658e-06
chr9	16500000	16000000	-0.0003242297359975055	-3.7664707633666694e-05	-0.00045955713139846923	0.000821451423689723
chr9	13000000	22000000	6.141402991488576e-06	6.14928372669965e-05	-0.00015455158863915132	8.691734255990013e-05
chr11	17500000	23000000	1.6604575648671016e-05	-3.6464433947003273e-06	-0.00010088278395414818	8.792461812845431e-05
chr11	22500000	14000000	6.437813863158226e-06	-1.7000074876705185e-05	-8.208771760109812e-05	9.264993059332483e-05
chr11	24000000	23500000	3.6725570680573584e-06	-0.00014707056106999516	-0.00020760399493156002	0.0003510020793328295
chr11	24500000	16000000	6.558338645845651e-06	-2.735329471761361e-05	-8.667047077324242e-05	0.00010746540042418928
chr11	24500000	17500000	6.522933254018425e-05	-2.130600914824754e-05	-0.0001513976530986838	0.00010747434789664112
chr11	25000000	18000000	5.096827540000959e-05	-6.283220136538148e-06	-0.00020137315295869483	0.00015668805499444716
chr9	27500000	27000000	-0.00011060034084948711	1.7274534911848604e-06	4.740943290926225e-06	0.00010413189402243006
chr11	25000000	20500000	-0.0001867413433501497	4.212924832245335e-05	5.690393882105127e-05	8.770817803451791e-05
chr9	15500000	23000000	-7.520600702264346e-05	4.393124654598068e-05	-5.008593143429607e-05	8.136070318869315e-05
chr9	16500000	25000000	-0.00010387035581516102	1.1939736214117148e-05	-6.867630418128101e-07	9.261733866878785e-05
chr9	21000000	13500000	-0.0001451102492865175	7.722320951870642e-05	-1.9924149455619045e-05	8.781121650827117e-05
chr9	25500000	17500000	-0.00013237491530162515	5.732502759201452e-05	-3.011229036928853e-05	0.00010516213951632381
chr9	26500000	19500000	-7.268163753906264e-05	5.951068760623457e-05	-0.00011722272320184857	0.00013039373079664073
chr9	27000000	19500000	-5.925235236645676e-05	2.3144891747506337e-05	-5.350113351596519e-05	8.960857776401099e-05
chr11	14000000	23500000	-8.427915345237125e-05	1.0207521336269565e-05	-7.254092724906513e-06	8.132572620525024e-05
chr11	14500000	23500000	-8.386512563447468e-05	1.6017319018146738e-05	-1.624872547836276e-05	8.409650981775486e-05
chr11	15000000	23500000	-0.00012465703912312165	4.3151347199454904e-05	-6.68307053274475e-05	0.0001483364001614973
chr11	22500000	13500000	-9.078613729798234e-05	2.381311933277175e-05	-4.3664183249347846e-05	0.0001106371739297174
chr11	23000000	13500000	-9.411882983840769e-05	4.6554427171940915e-05	-4.664464649977163e-05	9.420904680155218e-05
chr11	25000000	14000000	-0.00011962628486799076	5.437595932562544e-05	-3.5588154059951196e-05	0.00010083847882924601
chr11	25000000	16000000	-0.00017931813054019585	6.833840161561966e-05	-5.72397993892082e-06	0.0001167036869446747
chr11	25000000	19500000	-9.377293863508385e-05	5.190085576032288e-05	-0.0003194778779288754	0.00036134995170868935
